pdwrk,agea,gndr,agepnt,ttminpnt,acchome,chldo12,hhlio12,marsts,domicil,hinctnta,health,hlthhmp,ipadvnt,hincfel,sclact,ipcrtiv,ipmodst,hincsrca,mnactp
1,41,2,70,240,1,0,6,66,2,6,2,3,4,2,3,3,3,1,66
1,53,1,75,20,1,1,1,66,3,7,3,3,4,3,3,3,1,1,66
1,30,2,55,30,1,0,6,6,2,77,1,3,2,2,2,2,1,1,66
1,35,1,666,6666,1,0,6,4,1,2,2,3,5,4,2,3,3,1,66
1,20,2,43,6666,1,0,6,6,3,5,2,3,4,2,3,2,1,1,66
1,35,2,66,30,1,2,1,1,4,5,3,3,5,3,1,5,1,1,66
1,56,2,666,6666,1,3,1,66,3,5,2,3,1,2,2,1,3,1,66
1,50,2,85,10,0,0,6,66,1,77,3,3,5,2,3,2,2,1,66
0,23,2,45,6666,1,0,6,6,4,77,2,3,4,2,4,2,3,2,66
1,36,2,73,20,1,0,6,66,2,6,1,3,2,2,3,4,6,1,66
0,19,2,67,720,1,0,6,6,1,88,2,3,3,2,4,2,3,1,66
1,57,2,666,6666,1,2,2,66,3,77,2,3,5,2,4,4,4,1,66
1,37,1,69,15,1,0,6,66,4,9,1,3,5,1,2,1,2,1,66
1,46,1,71,10,1,0,6,66,2,9,2,3,4,2,3,4,2,1,66
1,42,1,73,6666,1,1,2,4,3,88,3,3,3,2,3,2,2,4,66
1,52,1,82,50,1,1,2,4,4,77,2,3,5,2,3,3,4,1,66
1,30,2,50,6666,1,0,6,66,4,77,3,3,2,2,2,2,4,1,66
0,50,1,76,6666,1,0,6,6,3,5,3,3,3,3,4,3,1,4,66
1,37,2,64,120,1,1,1,66,4,5,2,3,3,3,3,2,1,1,66
0,53,2,84,240,0,4,2,66,4,88,2,3,6,3,3,2,3,1,66
1,58,1,666,6666,1,2,2,66,3,77,2,3,5,2,3,3,3,1,66
1,57,2,666,6666,1,0,6,6,3,8,3,2,4,2,4,4,2,1,66
1,23,1,56,30,1,0,6,6,2,6,2,3,1,2,2,3,4,1,66
0,61,1,90,7,1,2,2,66,1,9,2,3,4,2,4,3,2,1,66
1,46,2,82,60,1,0,6,66,1,77,3,3,5,3,2,2,3,2,66
1,54,1,70,45,1,1,1,66,4,4,3,3,4,3,2,2,2,1,66
0,63,2,666,6666,0,1,2,66,4,2,2,3,4,2,3,2,2,4,66
1,31,1,64,17,1,0,6,1,3,6,1,3,3,3,2,2,4,1,66
1,48,1,79,6666,1,1,2,4,1,77,2,3,5,2,3,3,3,1,66
1,61,2,666,6666,0,1,2,4,5,6,4,2,6,3,1,4,2,1,66
1,35,2,666,6666,1,0,6,6,2,6,1,3,4,2,3,3,6,1,66
1,58,1,85,15,1,2,2,66,4,5,2,3,5,2,3,2,2,1,66
0,46,2,76,5,1,2,1,66,3,3,3,3,4,4,2,4,2,1,66
1,38,2,666,6666,1,2,1,66,4,3,1,3,5,3,3,3,5,1,66
0,60,1,90,7777,1,1,2,4,2,4,3,2,3,2,1,1,2,4,66
0,50,2,71,5,1,1,1,66,4,77,3,1,2,2,2,1,1,1,1
0,63,1,90,120,1,0,6,6,3,88,2,3,5,2,4,3,1,4,66
1,26,1,51,6666,1,0,6,6,1,77,1,3,6,1,2,3,3,1,66
1,50,2,74,240,1,3,1,66,2,10,2,3,2,1,3,2,3,1,66
1,45,1,66,10,1,1,1,6,3,2,4,2,4,3,1,1,1,1,66
1,48,2,75,10,1,2,1,66,3,7,4,2,4,1,3,2,3,1,66
1,36,2,59,30,1,0,6,6,3,77,3,3,1,3,3,1,1,1,1
1,57,2,79,6666,0,0,6,6,4,3,2,3,2,2,2,4,2,4,66
1,39,1,58,8888,1,0,6,6,1,2,3,3,6,3,2,5,2,1,66
1,46,2,71,20,1,3,1,66,3,77,2,3,4,1,4,2,3,1,66
0,47,1,75,10,1,1,2,4,2,2,2,3,5,3,2,4,3,5,66
1,40,1,64,30,1,0,6,66,3,7,3,3,3,1,3,2,3,1,1
1,57,2,666,6666,1,2,1,66,3,3,3,3,6,3,2,4,1,1,5
1,45,2,79,10,1,0,6,66,3,77,5,2,5,3,2,3,1,1,66
1,58,2,80,20,0,2,2,66,4,4,3,3,4,3,2,3,3,1,66
0,62,1,666,6666,1,1,1,66,1,88,3,2,4,8,1,3,5,4,66
1,52,2,73,5,1,2,1,66,4,3,3,2,5,2,3,2,1,1,1
1,33,2,61,45,0,0,6,6,1,3,2,2,5,4,3,2,2,1,66
0,49,2,84,10,1,0,6,66,1,4,3,3,6,3,2,3,1,1,66
0,19,1,46,6666,1,0,6,6,3,8,1,3,3,2,4,2,3,8,66
0,21,2,48,6666,1,0,6,6,3,77,1,3,3,7,3,1,5,77,66
1,57,1,666,6666,0,1,2,66,1,77,2,3,2,2,3,2,2,1,66
0,64,2,90,5,0,1,2,5,1,4,3,3,4,2,3,3,1,5,66
1,30,2,65,5,1,0,6,6,2,77,2,3,2,2,3,1,2,1,66
1,54,1,82,300,1,1,2,4,5,77,2,3,3,2,2,3,4,1,66
0,51,1,666,6666,0,0,6,6,4,1,3,3,6,3,3,5,3,4,66
0,41,1,70,7777,1,1,1,66,4,77,2,3,4,2,3,2,2,5,66
1,55,2,666,6666,1,3,1,4,4,77,1,2,4,2,2,1,3,2,66
1,32,2,50,6666,1,0,6,6,3,77,2,3,5,2,2,2,3,77,66
1,56,1,90,10,1,2,1,66,3,77,3,3,5,4,1,2,3,1,66
1,38,2,57,20,1,0,6,66,3,9,2,3,4,1,1,3,5,1,66
1,27,1,70,7777,1,0,6,6,3,4,2,3,5,3,3,2,5,1,1
0,28,2,48,7777,1,0,6,6,2,3,1,2,5,2,2,1,3,1,66
1,22,1,53,6666,1,0,6,6,3,5,2,3,4,4,3,2,3,1,66
0,43,1,65,90,1,2,1,66,4,77,3,1,5,4,2,1,2,4,3
1,57,1,81,5,0,1,2,66,4,77,3,3,5,1,3,2,2,1,66
0,43,2,65,30,1,0,6,66,2,88,2,3,6,2,3,5,4,1,66
1,56,1,666,6666,1,1,1,66,4,4,3,3,5,2,3,3,1,1,66
1,30,1,64,10,1,0,6,1,1,77,2,3,6,2,2,2,2,1,66
0,24,1,666,6666,1,0,6,6,1,88,1,3,4,3,3,3,2,1,66
1,54,2,78,80,1,2,1,66,3,6,2,3,5,2,3,1,2,1,66
0,21,1,49,6666,1,0,6,6,4,10,1,3,2,2,3,2,1,1,66
0,19,2,666,6666,1,0,6,6,2,88,1,3,5,2,3,3,5,1,66
1,50,2,78,5,1,1,1,4,3,6,3,3,4,2,4,5,4,1,66
0,65,2,666,6666,1,2,2,4,3,6,3,2,3,2,3,2,3,4,66
1,45,1,75,300,1,0,6,66,3,77,2,3,4,2,3,2,3,1,66
1,40,1,61,6666,0,0,6,6,4,4,3,3,3,4,3,1,2,1,66
1,42,2,64,8888,1,1,1,66,3,8,2,3,5,2,3,2,1,1,66
1,52,2,71,10,1,2,1,66,2,4,3,3,6,2,3,1,2,1,66
1,48,2,65,60,0,2,1,66,1,6,3,3,6,2,4,3,1,1,66
1,34,1,63,5,1,1,7,6,4,5,2,3,4,3,3,2,3,1,1
1,43,2,67,10,1,1,1,66,4,9,3,3,5,3,3,4,2,1,66
0,39,1,62,6666,1,0,6,66,1,5,3,3,3,3,2,1,3,1,66
1,33,1,65,630,1,0,6,66,2,7,1,3,2,1,3,2,3,1,1
0,54,2,89,10,1,2,2,66,4,2,4,2,4,3,3,1,5,1,1
0,61,2,666,6666,1,4,1,4,1,5,1,3,6,3,2,3,2,1,66
0,38,2,61,60,1,0,6,66,1,77,2,3,5,3,2,2,4,1,66
1,56,1,76,40,1,1,2,6,3,8,3,3,4,2,3,3,5,1,66
1,53,1,666,6666,1,1,1,66,3,77,3,3,6,2,4,4,3,1,66
1,40,1,64,120,1,2,1,66,1,77,2,3,3,2,3,2,2,1,66
1,52,2,82,6666,1,2,1,66,3,88,3,3,1,2,2,1,1,1,66
1,26,2,57,240,1,0,6,66,4,4,2,3,5,4,3,1,3,1,66
0,55,1,76,30,1,1,1,66,4,3,4,2,5,4,3,2,2,4,66
0,53,2,666,6666,1,1,1,6,4,77,3,2,3,2,2,1,1,1,66
1,29,1,59,5,1,0,6,6,1,6,1,3,2,1,3,1,1,1,66
0,54,1,88,6666,1,2,2,4,3,10,2,3,4,2,1,3,3,4,66
1,53,1,72,5,1,3,2,4,4,2,2,3,3,3,2,3,2,1,66
0,41,1,83,210,1,1,2,4,3,1,1,3,4,3,3,3,3,4,66
1,47,2,77,15,1,2,2,66,4,5,5,2,5,2,1,2,1,1,1
0,25,1,58,6666,1,0,6,6,1,77,2,3,4,7,4,2,2,1,66
1,37,2,58,90,1,0,6,6,4,5,1,3,5,2,2,3,1,1,66
1,61,1,666,6666,0,3,2,66,4,88,3,3,5,4,2,3,3,1,66
1,51,2,666,6666,1,0,6,6,2,88,2,3,4,2,1,1,1,1,66
0,61,2,666,6666,0,2,2,5,3,1,3,2,6,4,2,2,3,4,66
1,54,1,75,20,1,0,6,6,2,77,2,3,4,2,3,2,4,1,66
1,59,2,666,6666,0,2,2,66,4,3,3,3,3,3,2,2,3,1,66
0,54,1,72,20,0,3,2,66,4,2,4,3,6,3,2,2,2,5,66
1,50,2,76,6666,1,1,1,1,2,8,1,3,5,1,3,2,3,1,66
1,35,1,58,8888,1,0,6,66,3,77,3,3,5,3,3,3,1,1,8
0,19,1,45,6666,1,0,6,6,3,88,1,3,2,1,4,2,3,1,66
0,63,2,666,6666,0,2,1,66,4,88,4,2,6,4,1,4,2,4,66
0,62,2,666,6666,0,4,1,66,4,88,3,2,6,3,3,1,2,4,5
1,25,2,47,20,1,0,6,6,3,77,2,3,4,2,2,3,3,1,66
1,48,2,67,25,1,1,1,6,1,88,2,3,2,3,1,1,5,1,66
0,46,2,82,20,1,1,1,6,1,4,4,3,6,4,1,2,2,1,9
0,18,2,888,480,1,0,6,6,3,77,2,3,2,2,4,1,5,77,66
0,25,2,54,120,1,0,6,6,1,77,2,3,6,3,3,3,4,5,66
1,36,1,60,30,1,0,6,66,2,7,2,3,4,2,2,3,1,1,1
1,39,1,65,180,1,0,6,6,3,4,2,3,4,3,1,1,1,1,1
0,30,2,51,240,1,0,6,6,2,5,4,1,4,1,4,1,2,1,66
1,48,2,79,15,1,1,1,6,1,77,3,3,5,2,2,4,1,1,66
0,22,1,51,6666,1,0,6,6,4,88,2,3,4,1,2,1,3,1,66
1,24,2,49,30,1,0,6,6,4,5,2,2,5,2,4,3,2,1,66
0,20,1,52,6666,1,0,6,6,4,6,2,3,1,2,3,1,3,1,66
0,54,1,666,6666,1,2,2,66,1,77,3,1,4,1,5,3,1,1,66
1,56,2,666,6666,1,0,6,6,4,3,1,3,4,2,3,3,2,1,66
1,63,2,666,6666,0,1,2,5,3,2,3,3,4,2,2,1,2,1,66
1,56,1,666,6666,1,1,1,66,4,77,3,2,3,3,3,5,6,1,66
1,35,2,62,360,1,0,6,1,1,8,3,3,2,2,2,1,2,1,66
0,61,2,666,6666,1,1,2,5,3,77,3,3,6,2,3,5,4,5,66
1,30,2,55,5,1,0,6,66,4,88,2,3,6,2,2,3,3,1,66
1,23,1,57,9,1,0,6,6,3,2,2,3,2,2,2,2,2,1,66
1,41,2,66,120,1,1,1,66,3,77,3,3,5,2,3,4,4,1,66
1,50,2,666,6666,1,2,2,66,3,77,3,3,5,1,3,1,3,1,66
1,32,1,888,6666,1,0,6,6,2,10,1,3,2,1,3,1,1,1,66
0,33,2,61,10,1,0,6,6,1,2,2,2,2,4,2,2,4,1,66
1,49,1,888,7777,1,3,2,66,1,77,2,3,5,2,2,1,1,2,66
1,51,2,73,6666,0,2,2,4,4,8,3,3,4,2,2,2,3,1,66
0,50,1,83,15,0,2,2,66,4,4,4,1,6,3,2,2,3,1,66
1,65,2,86,30,1,0,6,66,1,88,2,3,3,2,3,2,3,1,1
1,30,2,63,600,1,0,6,66,3,5,1,3,4,3,3,2,2,1,8
1,38,2,63,10,1,0,6,66,3,6,2,3,4,2,4,2,5,1,66
0,18,1,40,6666,1,0,6,6,4,88,1,3,6,2,4,1,1,1,66
1,47,2,70,60,1,0,6,6,2,3,2,3,4,3,2,4,5,1,66
1,60,1,83,10,1,2,1,5,2,7,2,3,5,2,4,3,3,1,66
1,27,1,54,5,1,0,6,6,1,8,2,3,2,2,3,5,2,1,66
1,41,2,71,20,1,1,1,4,2,5,3,3,4,4,5,4,2,1,66
1,36,1,65,10,1,1,2,66,4,9,2,3,1,1,1,3,5,1,1
1,24,1,53,30,1,0,6,6,4,3,3,3,3,4,1,4,3,1,66
1,26,2,49,20,1,0,6,4,4,6,2,3,2,3,1,2,1,1,66
0,65,1,86,120,1,0,6,66,1,77,3,3,5,2,2,3,4,1,66
1,46,1,72,5,1,2,1,66,4,7,1,3,2,2,3,2,1,1,66
1,38,1,63,5,1,0,6,66,3,5,2,3,5,1,4,4,4,1,66
1,49,2,73,6666,1,2,1,6,2,77,3,3,5,3,1,5,2,1,66
1,36,2,666,6666,1,0,6,66,1,77,2,3,4,2,3,2,3,1,66
1,54,1,78,45,1,2,2,66,1,10,2,3,5,1,2,2,4,1,66
1,49,2,666,6666,1,1,1,66,2,77,2,3,3,2,2,2,2,1,66
0,65,2,88,30,0,2,2,66,3,3,4,2,4,2,2,1,3,4,66
0,37,2,61,7777,1,0,6,66,4,8,1,3,6,3,2,1,1,1,66
1,35,2,68,60,1,0,6,66,4,6,2,3,2,2,3,1,3,1,66
0,32,2,888,120,1,0,6,66,2,77,2,3,5,3,3,1,1,1,66
0,34,1,53,8,1,0,6,6,1,6,2,3,4,2,3,2,4,1,1
1,65,2,666,6666,1,1,2,5,3,77,3,3,3,1,2,2,4,1,66
0,63,1,666,6666,0,2,2,66,4,1,4,1,6,3,3,2,3,6,66
1,39,1,60,6666,1,1,2,6,4,4,3,3,2,3,2,2,1,1,66
1,30,1,777,7777,1,0,6,6,1,77,3,3,4,1,2,1,5,1,66
1,34,2,60,45,1,0,6,6,3,7,1,3,3,2,3,2,4,1,66
1,56,2,89,30,1,2,1,66,4,6,3,2,5,2,3,2,2,1,66
0,29,1,68,7,1,0,6,6,3,8,1,3,5,1,2,3,3,1,66
0,50,1,69,20,1,1,1,66,1,5,4,1,4,3,3,3,3,1,66
1,58,1,666,6666,1,1,2,66,4,8,2,3,5,2,2,3,2,1,66
1,32,1,57,45,1,1,1,6,3,77,2,3,3,2,2,4,2,1,66
0,65,1,666,6666,1,0,6,6,3,1,2,7,6,3,1,3,3,6,66
0,44,2,70,10,1,1,1,4,4,77,2,3,5,3,3,5,3,5,66
0,64,1,666,6666,1,1,2,66,4,4,4,2,6,3,2,4,1,1,66
0,63,2,666,6666,1,0,6,6,2,88,3,3,4,2,3,2,2,5,66
1,47,2,69,15,0,1,1,66,1,5,2,3,4,3,1,3,2,1,66
0,46,1,79,6666,1,0,6,6,3,5,5,3,5,3,2,2,3,1,66
0,56,2,666,6666,1,1,2,4,3,4,5,1,6,3,4,2,3,1,66
1,40,1,777,7777,0,0,6,66,3,6,1,3,3,2,3,1,3,1,66
1,40,1,82,5,1,0,6,66,3,77,1,3,5,2,3,2,2,1,1
1,58,2,666,6666,1,77,6,4,2,77,3,3,6,3,1,4,3,2,66
0,18,2,44,6666,1,0,6,6,3,88,1,3,5,1,4,2,4,1,66
1,44,2,74,20,1,0,6,1,1,5,1,3,5,1,3,4,1,1,66
1,56,1,666,6666,1,1,2,4,1,10,2,3,4,3,3,3,3,1,66
1,42,2,70,15,1,0,6,66,1,77,2,3,3,2,2,1,3,1,66
1,47,2,666,6666,1,1,2,4,3,2,3,3,6,4,2,1,1,1,66
1,40,2,65,15,1,2,1,66,4,5,3,3,5,2,2,4,3,1,66
1,51,2,75,20,1,2,1,66,4,9,2,3,3,1,3,4,3,1,66
0,33,2,61,10,1,0,6,6,3,2,2,2,2,3,1,2,3,5,66
1,45,1,85,25,1,2,1,66,4,6,3,3,3,4,2,2,3,1,66
0,65,1,666,6666,0,2,2,1,4,2,2,2,4,3,2,2,3,4,66
1,54,2,666,6666,1,3,2,6,3,2,2,3,5,3,4,2,2,1,66
1,58,2,888,10,1,0,6,66,1,77,3,3,3,2,4,3,5,1,66
1,41,2,71,10,1,0,6,4,3,6,2,3,3,1,2,2,2,1,66
1,26,1,60,10,1,0,6,6,3,7,1,3,2,2,2,3,3,1,1
1,40,2,70,6666,1,0,6,66,2,88,2,3,5,2,3,3,3,1,66
1,30,1,58,240,1,0,6,66,1,77,2,3,4,2,3,3,4,1,66
1,59,2,81,20,0,1,2,66,4,77,2,3,5,2,2,2,1,1,66
1,58,2,86,30,1,1,2,66,1,9,2,3,5,3,3,2,3,2,66
1,31,1,61,120,1,0,6,6,1,2,2,3,5,2,5,1,1,1,66
1,24,2,57,6666,1,0,6,6,3,6,2,3,1,3,4,1,3,1,66
0,24,2,62,6666,1,0,6,6,4,2,3,3,5,2,2,1,1,1,66
1,48,2,72,6666,1,0,6,4,3,5,2,3,6,2,3,3,3,4,66
1,48,1,64,60,1,3,2,66,3,9,2,3,4,1,4,2,3,1,1
1,29,2,58,10,1,0,6,1,2,7,2,3,3,1,5,1,3,1,66
1,60,1,666,6666,1,0,6,66,2,7,3,3,6,2,1,3,3,1,5
1,51,1,666,6666,1,0,6,6,3,4,1,3,5,3,2,5,1,1,66
1,38,2,60,120,1,0,6,6,1,6,2,3,5,1,2,3,2,1,66
1,31,2,54,10,1,0,6,66,1,5,2,3,6,2,1,1,1,1,66
1,32,2,67,10,1,0,6,6,4,4,2,3,3,2,3,2,3,1,66
1,32,1,59,10,1,0,6,66,1,2,2,3,3,2,1,3,2,1,1
0,60,2,666,6666,1,1,2,66,5,3,1,3,5,1,1,2,3,1,66
1,48,2,68,20,0,2,2,4,1,6,3,3,4,4,2,1,1,1,66
0,60,1,89,180,1,1,1,66,1,5,3,3,5,2,2,4,3,1,66
1,48,2,72,10,1,2,1,66,2,6,2,3,5,1,1,3,2,1,66
1,62,1,666,6666,0,2,2,66,4,4,3,2,4,2,3,2,2,1,66
1,37,2,61,20,0,0,6,66,4,8,2,3,5,2,4,2,1,1,66
0,48,2,666,6666,1,0,6,6,2,77,2,3,4,3,3,3,3,6,66
0,65,2,666,6666,1,6,2,66,3,2,4,2,5,4,3,1,2,4,66
0,37,2,59,6666,0,0,6,6,4,6,2,3,4,2,2,3,1,1,66
1,46,2,64,5,1,2,2,4,3,3,2,3,5,2,4,2,2,1,66
0,48,2,666,6666,0,2,1,4,1,2,4,2,6,3,1,4,3,8,66
0,64,2,666,6666,0,2,1,6,3,2,3,2,5,4,1,2,2,4,66
1,34,2,69,6666,1,0,6,66,3,8,3,3,5,2,2,1,1,1,66
1,36,2,62,5,1,0,6,66,3,1,2,3,5,2,1,3,2,1,1
0,63,1,666,6666,1,2,2,66,4,2,3,3,6,4,3,2,1,1,66
1,58,1,90,10,1,2,2,66,3,5,3,3,5,2,3,3,4,1,66
0,29,2,72,720,1,0,6,6,2,3,2,3,5,2,1,1,2,1,66
1,37,2,63,90,1,0,6,6,1,9,1,3,5,2,3,4,1,1,66
1,23,2,888,180,1,0,6,6,2,4,2,3,3,2,2,2,3,1,66
1,56,2,666,6666,1,1,2,66,3,77,3,3,3,3,2,2,4,1,66
1,39,2,60,20,1,0,6,4,1,5,2,3,2,3,2,1,1,1,66
0,20,1,55,6666,1,0,6,6,4,88,2,3,3,2,3,1,3,1,66
1,31,2,58,30,1,0,6,6,3,6,2,3,3,2,3,1,4,1,66
0,34,2,60,6666,0,0,6,66,3,4,2,3,4,3,1,1,2,1,66
1,56,2,75,60,1,2,2,4,3,2,2,3,6,3,1,2,2,1,66
1,53,1,83,5,1,2,2,66,4,4,2,3,5,3,3,3,3,1,66
1,39,1,70,40,1,0,6,6,3,9,1,3,5,2,3,2,2,1,66
1,28,1,60,6666,1,0,6,6,1,88,2,3,5,1,3,2,1,1,66
1,32,2,60,10,1,0,6,66,4,4,1,3,4,1,2,3,2,1,1
1,24,2,52,30,1,0,6,6,1,77,1,3,1,2,3,1,5,1,66
0,48,2,666,6666,1,1,1,4,2,1,4,2,5,4,3,4,3,1,66
1,29,2,55,6666,1,1,1,66,4,9,3,3,5,3,1,1,1,1,66
1,42,2,77,240,1,0,6,66,4,7,2,3,5,2,2,2,3,1,66
0,59,2,83,300,1,2,2,66,1,77,3,2,5,2,3,5,4,1,66
1,39,2,70,7777,1,0,6,6,3,6,2,3,4,2,2,3,3,1,66
0,40,2,666,6666,1,1,1,6,3,4,2,3,3,2,2,3,3,1,1
1,48,2,75,6666,1,0,6,6,2,3,2,3,6,4,5,3,1,4,66
0,59,1,666,6666,0,3,2,66,3,4,1,3,5,2,2,2,1,1,66
0,40,1,72,10,1,0,6,6,3,77,3,3,4,3,2,4,3,5,66
1,45,1,70,30,1,2,1,66,3,7,2,3,4,2,4,3,2,1,66
1,30,1,50,60,1,0,6,6,1,88,1,3,2,2,8,1,2,1,66
0,37,2,69,18,1,1,1,66,4,4,2,3,4,2,1,3,3,1,66
1,51,2,75,5,1,2,1,66,3,88,2,3,5,1,2,3,1,1,66
0,47,2,72,40,1,1,2,4,3,77,2,3,4,4,1,1,5,5,66
1,39,2,57,5,1,1,1,66,3,6,3,3,3,3,3,2,4,1,66
1,61,1,90,15,0,2,2,66,4,3,3,3,5,3,2,5,3,1,66
1,33,2,777,1200,1,0,6,66,2,5,1,3,5,2,2,5,2,1,66
1,51,1,666,6666,1,0,6,4,1,3,3,3,5,2,2,2,1,1,66
1,32,2,55,60,0,0,6,1,3,77,2,3,3,2,3,3,2,1,66
1,60,1,88,50,1,2,2,66,2,6,2,3,5,2,3,3,2,1,8
1,45,1,74,30,1,0,6,6,1,8,1,3,2,2,2,1,1,1,66
1,21,2,47,6666,1,0,6,6,4,2,2,3,3,2,2,1,2,1,66
1,34,2,60,5,1,0,6,6,3,9,1,3,5,1,2,3,1,1,66
1,41,2,70,45,1,0,6,3,4,4,1,3,4,3,2,2,2,1,66
1,43,1,72,40,1,0,6,1,2,77,2,3,4,2,3,2,5,1,66
1,59,1,666,6666,0,2,2,66,4,3,1,3,4,4,2,1,2,1,66
0,20,2,38,6666,1,0,6,6,3,4,2,3,4,1,3,1,1,1,66
1,27,1,58,30,1,0,6,6,1,8,2,3,4,2,2,4,3,1,66
0,55,2,666,6666,1,4,2,66,3,2,3,2,4,3,5,2,1,1,66
0,65,1,666,6666,0,2,1,66,4,7,3,3,5,2,3,3,2,1,66
1,43,2,72,10,1,0,6,3,1,2,2,3,4,2,4,1,3,1,66
0,58,2,666,6666,0,1,1,66,4,88,4,1,6,3,8,3,3,1,1
0,61,2,666,6666,1,3,2,5,3,8,3,3,4,1,3,3,3,4,66
1,33,1,75,6666,1,0,6,6,3,10,2,3,5,1,3,2,3,1,66
1,60,1,85,360,1,2,1,66,1,77,3,3,6,2,2,4,3,2,66
0,53,2,75,30,1,1,1,66,3,4,2,3,4,2,2,1,4,1,66
1,48,1,888,8888,0,1,2,4,4,4,2,3,4,2,4,2,3,1,66
1,53,2,81,20,1,1,1,66,3,6,3,3,4,3,3,1,3,1,66
1,45,2,777,540,1,2,1,6,3,4,2,3,4,2,2,1,3,1,66
0,59,2,666,6666,0,0,6,66,4,3,4,2,6,3,1,4,3,4,6
1,25,2,62,6666,1,0,6,6,3,10,1,3,2,1,2,1,1,1,66
0,61,1,85,5,1,2,1,66,3,77,3,2,4,2,3,3,3,1,1
0,55,2,666,6666,0,2,1,66,4,2,3,3,2,3,3,1,2,1,66
1,46,1,68,20,0,1,1,66,2,88,2,3,4,2,2,3,4,1,66
1,62,1,666,6666,0,1,1,66,3,77,2,3,4,2,3,2,2,1,66
1,41,1,66,60,1,0,6,6,2,77,2,3,4,2,4,2,5,1,66
1,60,1,85,6666,1,1,1,6,3,9,3,3,4,2,2,4,3,1,66
0,61,2,666,6666,1,3,2,66,4,5,3,3,6,2,1,2,1,4,8
1,24,1,43,15,1,0,6,6,1,77,2,3,4,2,4,3,4,1,66
0,56,2,666,6666,1,3,1,66,4,5,2,3,5,2,4,2,2,1,66
1,57,1,666,6666,0,3,1,66,4,2,3,3,5,4,3,4,3,1,66
1,54,1,86,10,1,2,1,66,4,7,2,3,3,2,3,3,3,1,1
1,53,2,75,6666,1,0,6,66,1,77,2,3,4,2,2,1,1,77,66
1,46,1,69,60,1,0,6,66,4,6,2,3,5,2,2,4,3,1,1
1,55,2,82,20,1,2,2,66,4,3,2,3,5,2,3,3,2,1,66
1,59,1,79,20,1,1,2,66,1,5,3,3,5,2,3,2,1,1,66
1,42,2,78,5,1,0,6,6,1,2,2,3,2,2,3,2,3,1,66
1,47,2,78,5,1,2,1,66,3,3,2,3,3,3,3,3,3,1,66
1,49,2,75,240,1,0,6,66,3,4,2,3,5,2,1,1,4,1,66
1,49,2,666,6666,1,1,7,66,1,9,1,3,6,1,3,2,1,1,66
1,49,2,67,5,0,2,1,66,4,88,3,2,5,3,3,2,3,1,1
1,28,1,54,30,1,0,6,6,2,7,1,3,3,2,3,3,3,1,66
1,43,1,67,8,1,0,6,6,3,77,2,3,3,1,2,2,2,1,66
1,41,1,65,10,1,0,6,66,4,77,3,3,4,2,3,3,3,1,66
1,37,1,66,40,1,1,1,66,2,8,1,3,2,1,4,2,2,1,66
1,27,2,60,7,1,0,6,6,1,6,1,3,5,1,4,2,2,1,66
1,33,2,78,6666,1,0,6,6,3,9,2,3,5,2,2,2,3,1,66
1,53,1,89,5,1,0,6,6,4,3,3,2,5,4,2,3,1,1,66
1,57,2,666,6666,1,1,1,6,1,77,2,3,5,2,3,3,4,1,66
0,33,2,65,5,1,0,6,6,3,4,2,3,4,2,4,1,3,5,8
1,30,1,54,30,1,0,6,66,2,8,2,3,5,1,3,2,2,1,66
1,20,2,54,240,1,0,6,6,3,2,2,3,4,2,2,4,3,1,66
1,53,1,777,40,1,0,6,4,2,6,2,3,4,2,3,1,3,1,66
1,52,1,666,6666,1,1,1,66,3,4,2,3,3,2,2,4,2,1,66
0,64,1,90,60,1,4,1,66,1,9,1,3,6,1,3,3,2,4,1
1,23,2,45,6666,1,0,6,6,3,6,2,3,2,2,2,1,1,1,66
1,34,1,54,30,1,0,6,66,1,77,1,3,5,2,3,3,4,1,66
1,34,1,56,1200,0,1,1,66,3,7,2,3,3,2,1,2,1,1,66
1,24,2,51,240,1,0,6,6,2,10,1,3,2,1,1,2,1,1,66
0,52,2,71,150,1,3,1,66,3,4,4,1,5,1,1,3,2,1,66
1,53,2,79,15,1,2,1,4,2,4,2,3,6,3,1,1,3,1,66
1,47,1,72,45,1,0,6,4,3,77,2,3,5,2,3,3,4,1,66
1,30,1,60,45,1,0,6,6,1,9,1,3,4,1,3,3,1,1,66
1,39,1,65,40,1,0,6,4,2,6,2,3,4,3,2,3,5,1,1
1,32,2,55,90,1,0,6,6,3,6,3,3,4,2,2,1,2,1,66
1,39,1,66,40,1,0,6,6,1,8,3,3,4,2,3,2,2,1,1
1,37,2,60,30,1,0,6,6,2,7,2,3,5,2,2,3,1,1,66
1,33,2,60,10,1,1,1,6,2,2,2,3,4,2,3,3,3,1,66
1,36,2,66,6666,1,1,1,6,1,2,2,3,4,2,1,3,3,1,66
1,48,2,74,5,1,2,1,66,4,7,3,3,6,2,2,3,1,1,1
1,34,1,69,45,1,0,6,66,2,10,1,3,4,2,2,4,4,1,66
1,21,1,39,6666,1,0,6,6,3,7,2,3,4,2,2,5,3,1,66
1,42,1,65,30,1,1,1,66,3,8,1,3,5,2,2,4,1,1,1
1,33,1,49,720,1,0,6,6,1,5,1,3,5,1,3,4,1,1,66
1,43,1,74,5,1,0,6,6,3,3,3,3,4,2,3,4,2,1,66
0,65,2,666,6666,1,0,6,66,3,77,2,3,3,1,5,1,5,4,66
